title,price,rating,brand,ram_gb,storage_gb,storage_type,processor,processor_score,gpu,gpu_score,screen_size,product_url,image_url,availability,source,asin,source_url,scraped_at
"Dell Gaming 15.6"" Intel Core i7 6700HQ 2.6GHz 16GB 1TB HDD (Nvidia GeForce GTX 960<U+039C>)",46833.65,,Dell,16,1024,HDD,Intel Core i7 6700HQ 2.6GHz,7,Nvidia GeForce GTX 960<U+039C>,1,15.6,,,,Kaggle,611,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i3 6006U 2.0GHz 4GB 1TB HDD (Intel HD Graphics 520)",23650.99,,Dell,4,1024,HDD,Intel Core i3 6006U 2.0GHz,3,Intel HD Graphics 520,2,15.6,,,,Kaggle,612,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i3 6006U 2.0GHz 4GB 1TB HDD (Intel HD Graphics 520)",19127.52,,Dell,4,1024,HDD,Intel Core i3 6006U 2.0GHz,3,Intel HD Graphics 520,2,15.6,,,,Kaggle,613,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i5 7300U 2.6GHz 4GB 500GB HDD (Intel HD Graphics 620)",46300.32,,Dell,4,500,HDD,Intel Core i5 7300U 2.6GHz,5,Intel HD Graphics 620,2,15.6,,,,Kaggle,614,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Gaming 17.3"" Intel Core i7 7700HQ 2.8GHz 8GB 128GB SSD + 1TB HDD (Nvidia GeForce GTX 1050)",62231.04,,Asus,8,128,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050,4,17.3,,,,Kaggle,615,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i5 7200U 2.5GHz 4GB 128GB SSD (AMD Radeon R5 M420)",30316.32,,Dell,4,128,SSD,Intel Core i5 7200U 2.5GHz,5,AMD Radeon R5 M420,2,15.6,,,,Kaggle,616,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Ultrabook 15.6"" Intel Core i7 7500U 2.7GHz 8GB 512GB SSD (Intel HD Graphics 620)",74005.92,,HP,8,512,SSD,Intel Core i7 7500U 2.7GHz,7,Intel HD Graphics 620,2,15.6,,,,Kaggle,617,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"MSI Gaming 15.6"" Intel Core i7 7700HQ 2.8GHz 16GB 256GB SSD + 1TB HDD (Nvidia GeForce GTX 1070)",120831.58,,MSI,16,256,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1070,6,15.6,,,,Kaggle,618,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer 2 in 1 Convertible 11.6"" Intel Celeron Quad Core N3160 1.6GHz 4GB 32GB Flash Storage (Intel HD Graphics 400)",20193.12,,Acer,4,32,FLASH,Intel Celeron Quad Core N3160 1.6GHz,1,Intel HD Graphics 400,2,11.6,,,,Kaggle,619,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 14.0"" Intel Core i5 7300U 2.6GHz 8GB 256GB SSD (Intel HD Graphics 620)",59886.72,,HP,8,256,SSD,Intel Core i5 7300U 2.6GHz,5,Intel HD Graphics 620,2,14.0,,,,Kaggle,620,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 14.0"" Intel Core i5 6200U 2.3GHz 8GB 256GB SSD (Intel HD Graphics 520)",78055.2,,Lenovo,8,256,SSD,Intel Core i5 6200U 2.3GHz,5,Intel HD Graphics 520,2,14.0,,,,Kaggle,621,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i5 8250U 1.6GHz 4GB 1TB HDD (AMD Radeon 530)",41345.28,,Dell,4,1024,HDD,Intel Core i5 8250U 1.6GHz,5,AMD Radeon 530,2,15.6,,,,Kaggle,622,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Fujitsu Notebook 15.6"" Intel Core i5 7200U 2.5GHz 8GB 256GB SSD (Intel HD Graphics 620)",42570.72,,Fujitsu,8,256,SSD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,15.6,,,,Kaggle,623,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 15.6"" Intel Core i5 6200U 2.3GHz 4GB 500GB HDD (Intel HD Graphics 520)",49656.96,,HP,4,500,HDD,Intel Core i5 6200U 2.3GHz,5,Intel HD Graphics 520,2,15.6,,,,Kaggle,624,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i7 7500U 2.7GHz 8GB 1TB HDD (Nvidia GeForce 920MX)",47898.72,,Lenovo,8,1024,HDD,Intel Core i7 7500U 2.7GHz,7,Nvidia GeForce 920MX,1,15.6,,,,Kaggle,625,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Mediacom Notebook 14.0"" Intel Atom x5-Z8350 1.44GHz 2GB 32GB Flash Storage (Intel HD Graphics)",12733.92,,Mediacom,2,32,FLASH,Intel Atom x5-Z8350 1.44GHz,1,Intel HD Graphics,2,14.0,,,,Kaggle,626,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i5 7200U 2.5GHz 4GB 128GB SSD (Intel HD Graphics 620)",24935.04,,Lenovo,4,128,SSD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,15.6,,,,Kaggle,627,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus 2 in 1 Convertible 13.3"" Intel Core i5 7200U 2.5GHz 6GB 1TB HDD (Intel HD Graphics 620)",34046.45,,Asus,6,1024,HDD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,13.3,,,,Kaggle,628,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i7 7700HQ 2.8GHz 8GB 256GB SSD (Nvidia GeForce GTX 1050)",96969.6,,Dell,8,256,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050,4,15.6,,,,Kaggle,629,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Ultrabook 14.0"" Intel Core i7 7500U 2.7GHz 16GB 512GB SSD (Intel HD Graphics 620)",101232.0,,Asus,16,512,SSD,Intel Core i7 7500U 2.7GHz,7,Intel HD Graphics 620,2,14.0,,,,Kaggle,630,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Gaming 15.6"" Intel Core i7 7700HQ 2.8GHz 16GB 256GB SSD + 1TB HDD (Nvidia GeForce GTX 1050 Ti)",78801.12,,Dell,16,256,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050 Ti,4,15.6,,,,Kaggle,631,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i5 8250U 1.6GHz 4GB 256GB SSD (Intel UHD Graphics 620)",44169.12,,Lenovo,4,256,SSD,Intel Core i5 8250U 1.6GHz,5,Intel UHD Graphics 620,2,15.6,,,,Kaggle,632,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i3 6006U 2GHz 4GB 1TB HDD (Nvidia GeForce 920MX)",30849.12,,Lenovo,4,1024,HDD,Intel Core i3 6006U 2GHz,3,Nvidia GeForce 920MX,1,15.6,,,,Kaggle,633,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Notebook 15.6"" Intel Celeron Dual Core N3350 1.1GHz 8GB 1TB HDD (Intel HD Graphics 500)",21258.72,,Asus,8,1024,HDD,Intel Celeron Dual Core N3350 1.1GHz,1,Intel HD Graphics 500,2,15.6,,,,Kaggle,634,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Notebook 15.6"" Intel Core i5 7300HQ 2.5GHz 8GB 1TB HDD (Nvidia GeForce GTX 1050)",48304.71,,Asus,8,1024,HDD,Intel Core i5 7300HQ 2.5GHz,5,Nvidia GeForce GTX 1050,4,15.6,,,,Kaggle,635,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Ultrabook 13.3"" Intel Core i5 8250U 1.6GHz 8GB 256GB SSD (Intel UHD Graphics 620)",99580.32,,Dell,8,256,SSD,Intel Core i5 8250U 1.6GHz,5,Intel UHD Graphics 620,2,13.3,,,,Kaggle,636,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 14.0"" Intel Celeron Dual Core N3060 1.6GHz 2GB 32GB Flash Storage (Intel HD Graphics 400)",13266.72,,Lenovo,2,32,FLASH,Intel Celeron Dual Core N3060 1.6GHz,1,Intel HD Graphics 400,2,14.0,,,,Kaggle,637,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo 2 in 1 Convertible 13.3"" Intel Core i7 7500U 2.7GHz 8GB 256GB SSD (Intel HD Graphics 620)",93635.34,,Lenovo,8,256,SSD,Intel Core i7 7500U 2.7GHz,7,Intel HD Graphics 620,2,13.3,,,,Kaggle,638,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i7 7700HQ 2.8GHz 16GB 1TB SSD (Nvidia GeForce GTX 1050)",127818.72,,Dell,16,1024,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050,4,15.6,,,,Kaggle,639,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Gaming 15.6"" Intel Core i7 7700HQ 2.8GHz 8GB 128GB SSD + 1TB HDD (Nvidia GeForce GTX 1050M)",59087.52,,Lenovo,8,128,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050M,4,15.6,,,,Kaggle,640,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 17.0"" AMD A9-Series 9420 3GHz 8GB 1TB HDD (AMD Radeon R5)",27753.55,,HP,8,1024,HDD,AMD A9-Series 9420 3GHz,2,AMD Radeon R5,2,17.0,,,,Kaggle,641,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Ultrabook 14.0"" Intel Core i7 7500U 2.7GHz 16GB 512GB SSD (Intel HD Graphics 620)",130536.0,,Lenovo,16,512,SSD,Intel Core i7 7500U 2.7GHz,7,Intel HD Graphics 620,2,14.0,,,,Kaggle,642,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Gaming 15.6"" Intel Core i7 7700HQ 2.8GHz 8GB 1TB HDD (Nvidia GeForce GTX 1050 Ti)",62284.32,,Asus,8,1024,HDD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050 Ti,4,15.6,,,,Kaggle,643,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Notebook 15.6"" Intel Core i3 6006U 2GHz 4GB 500GB HDD (Intel HD Graphics 520)",23976.0,,Acer,4,500,HDD,Intel Core i3 6006U 2GHz,3,Intel HD Graphics 520,2,15.6,,,,Kaggle,644,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 14.0"" Intel Celeron Dual Core N3060 1.6GHz 4GB 32GB Flash Storage (Intel HD Graphics)",14598.72,,Lenovo,4,32,FLASH,Intel Celeron Dual Core N3060 1.6GHz,1,Intel HD Graphics,2,14.0,,,,Kaggle,645,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Ultrabook 14.0"" Intel Core i5 7200U 2.5GHz 8GB 256GB SSD (Intel Graphics 620)",48964.32,,Acer,8,256,SSD,Intel Core i5 7200U 2.5GHz,5,Intel Graphics 620,1,14.0,,,,Kaggle,646,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Razer Gaming 14.0"" Intel Core i7 7700HQ 2.8GHz 16GB 256GB SSD (Nvidia GeForce GTX 1060)",138474.72,,Razer,16,256,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1060,1,14.0,,,,Kaggle,647,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Toshiba Notebook 13.3"" Intel Core i5 6200U 2.3GHz 8GB 256GB SSD (Intel HD Graphics 520)",64628.64,,Toshiba,8,256,SSD,Intel Core i5 6200U 2.3GHz,5,Intel HD Graphics 520,2,13.3,,,,Kaggle,648,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Ultrabook 12.5"" Intel Core i7 7500U 2.7GHz 8GB 256GB SSD (Intel HD Graphics 620)",84395.52,,Lenovo,8,256,SSD,Intel Core i7 7500U 2.7GHz,7,Intel HD Graphics 620,2,12.5,,,,Kaggle,649,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Gaming 17.3"" Intel Core i7 6820HK 2.7GHz 32GB 512GB SSD (Nvidia GeForce GTX 1080)",149130.72,,Asus,32,512,SSD,Intel Core i7 6820HK 2.7GHz,7,Nvidia GeForce GTX 1080,7,17.3,,,,Kaggle,650,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Gaming 15.6"" Intel Core i5 7300HQ 2.5GHz 8GB 1TB HDD (Nvidia GeForce GTX 1050)",37775.52,,Acer,8,1024,HDD,Intel Core i5 7300HQ 2.5GHz,5,Nvidia GeForce GTX 1050,4,15.6,,,,Kaggle,651,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Ultrabook 13.3"" Intel Core i5 8250U 1.6GHz 8GB 256GB SSD (Intel UHD Graphics 620)",77250.67,,Dell,8,256,SSD,Intel Core i5 8250U 1.6GHz,5,Intel UHD Graphics 620,2,13.3,,,,Kaggle,652,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"MSI Gaming 15.6"" Intel Core i7 7700HQ 2.8GHz 8GB 128GB SSD + 1TB HDD (Nvidia GeForce GTX 1050 Ti)",63499.1,,MSI,8,128,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050 Ti,4,15.6,,,,Kaggle,653,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 15.6"" Intel Core i3 6006U 2GHz 4GB 500GB HDD (Intel HD Graphics 520)",19441.87,,HP,4,500,HDD,Intel Core i3 6006U 2GHz,3,Intel HD Graphics 520,2,15.6,,,,Kaggle,654,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Toshiba Notebook 15.6"" Intel Core i5 7200U 2.5GHz 8GB 500GB HDD (Intel HD Graphics 620)",56689.92,,Toshiba,8,500,HDD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,15.6,,,,Kaggle,655,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i7 8550U 1.8GHz 8GB 256GB SSD (AMD Radeon 530)",48964.32,,Dell,8,256,SSD,Intel Core i7 8550U 1.8GHz,7,AMD Radeon 530,2,15.6,,,,Kaggle,656,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i7 8550U 1.8GHz 16GB 256GB SSD + 2TB HDD (AMD Radeon 530)",60472.8,,Dell,16,256,SSD,Intel Core i7 8550U 1.8GHz,7,AMD Radeon 530,2,15.6,,,,Kaggle,657,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Gaming 15.6"" Intel Core i7 6700HQ 2.6GHz 8GB 128GB SSD + 1TB HDD (Nvidia GeForce GTX 960)",63722.88,,Lenovo,8,128,SSD,Intel Core i7 6700HQ 2.6GHz,7,Nvidia GeForce GTX 960,1,15.6,,,,Kaggle,658,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Gaming 17.3"" Intel Core i7 7700HQ 2.8GHz 32GB 512GB SSD + 1TB HDD (Nvidia GeForce GTX 1070)",167691.87,,Dell,32,512,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1070,6,17.3,,,,Kaggle,659,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 14.0"" Intel Core i5 6300U 2.4GHz 8GB 256GB SSD (Intel HD Graphics 520)",65481.12,,Dell,8,256,SSD,Intel Core i5 6300U 2.4GHz,5,Intel HD Graphics 520,2,14.0,,,,Kaggle,660,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Celeron Dual Core N3350 1.1GHz 4GB 500GB HDD (Intel HD Graphics 500)",22324.32,,Lenovo,4,500,HDD,Intel Celeron Dual Core N3350 1.1GHz,1,Intel HD Graphics 500,2,15.6,,,,Kaggle,661,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i5 6200U 2.3GHz 4GB 500GB HDD (Intel HD Graphics 520)",28504.8,,Lenovo,4,500,HDD,Intel Core i5 6200U 2.3GHz,5,Intel HD Graphics 520,2,15.6,,,,Kaggle,662,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 15.6"" Intel Core i3 6006U 2GHz 6GB 1TB HDD (AMD Radeon R5 M430)",28717.92,,HP,6,1024,HDD,Intel Core i3 6006U 2GHz,3,AMD Radeon R5 M430,2,15.6,,,,Kaggle,663,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"MSI Gaming 17.3"" Intel Core i7 7700HQ 2.8GHz 8GB 128GB SSD + 1TB HDD (Nvidia GeForce GTX 1060)",79215.11,,MSI,8,128,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1060,1,17.3,,,,Kaggle,664,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Toshiba Notebook 15.6"" Intel Core i3 6100U 2.1GHz 4GB 128GB SSD (Intel HD Graphics 520)",26533.44,,Toshiba,4,128,SSD,Intel Core i3 6100U 2.1GHz,3,Intel HD Graphics 520,2,15.6,,,,Kaggle,665,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i5 7200U 2.5GHz 8GB 1TB HDD (Intel HD Graphics 620)",50882.4,,Dell,8,1024,HDD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,15.6,,,,Kaggle,666,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 15.6"" Intel Core i7 7500U 2.7GHz 8GB 1TB HDD (AMD Radeon 530)",39693.6,,HP,8,1024,HDD,Intel Core i7 7500U 2.7GHz,7,AMD Radeon 530,2,15.6,,,,Kaggle,667,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Toshiba Notebook 15.6"" Intel Core i5 7200U 2.5GHz 8GB 256GB SSD (Intel HD Graphics 620)",67026.24,,Toshiba,8,256,SSD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,15.6,,,,Kaggle,668,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Notebook 15.6"" Intel Core i3 6006U 2GHz 4GB 128GB SSD (Intel HD Graphics 520)",21951.36,,Acer,4,128,SSD,Intel Core i3 6006U 2GHz,3,Intel HD Graphics 520,2,15.6,,,,Kaggle,669,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Microsoft Ultrabook 13.5"" Intel Core i7 7600U 2.8GHz 8GB 256GB SSD (Intel Iris Plus Graphics 640)",99519.05,,Microsoft,8,256,SSD,Intel Core i7 7600U 2.8GHz,7,Intel Iris Plus Graphics 640,3,13.5,,,,Kaggle,670,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Core i5 7200U 2.5GHz 8GB 128GB SSD + 1TB HDD (AMD Radeon R5 M430)",43580.38,,Lenovo,8,128,SSD,Intel Core i5 7200U 2.5GHz,5,AMD Radeon R5 M430,2,15.6,,,,Kaggle,671,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo 2 in 1 Convertible 13.3"" Intel Core i5 7200U 2.5GHz 8GB 256GB SSD (Intel HD Graphics 620)",55091.52,,Lenovo,8,256,SSD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,13.3,,,,Kaggle,672,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" AMD E-Series E2-9000 2.2GHz 4GB 128GB SSD (AMD Radeon R2 Graphics)",18594.72,,Lenovo,4,128,SSD,AMD E-Series E2-9000 2.2GHz,1,AMD Radeon R2 Graphics,2,15.6,,,,Kaggle,673,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP 2 in 1 Convertible 14.0"" Intel Core i3 7100U 2.4GHz 4GB 128GB SSD (Nvidia GeForce 940MX)",37242.72,,HP,4,128,SSD,Intel Core i3 7100U 2.4GHz,3,Nvidia GeForce 940MX,1,14.0,,,,Kaggle,674,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"MSI Gaming 15.6"" Intel Core i7 7700HQ 2.8GHz 16GB 256GB SSD + 1TB HDD (Nvidia GeForce GTX 1050)",68944.32,,MSI,16,256,SSD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia GeForce GTX 1050,4,15.6,,,,Kaggle,675,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Ultrabook 14.0"" Intel Core i5 7200U 2.5GHz 8GB 256GB SSD (Intel HD Graphics 620)",60472.8,,Asus,8,256,SSD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,14.0,,,,Kaggle,676,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP 2 in 1 Convertible 11.6"" Intel Celeron Dual Core N3350 1.1GHz 8GB 64GB Flash Storage (Intel HD Graphics 500)",26373.6,,HP,8,64,FLASH,Intel Celeron Dual Core N3350 1.1GHz,1,Intel HD Graphics 500,2,11.6,,,,Kaggle,677,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"LG Ultrabook 15.6"" Intel Core i7 8550U 1.8GHz 8GB 512GB SSD (Intel HD Graphics 620)",122490.72,,LG,8,512,SSD,Intel Core i7 8550U 1.8GHz,7,Intel HD Graphics 620,2,15.6,,,,Kaggle,678,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Gaming 15.6"" Intel Core i5 7300HQ 2.5GHz 16GB 256GB SSD (Nvidia GeForce GTX 1050 Ti)",69210.72,,Acer,16,256,SSD,Intel Core i5 7300HQ 2.5GHz,5,Nvidia GeForce GTX 1050 Ti,4,15.6,,,,Kaggle,679,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"MSI Gaming 15.6"" Intel Core i5 7300HQ 2.5GHz 8GB 256GB SSD (Nvidia GeForce GTX 1050)",53168.11,,MSI,8,256,SSD,Intel Core i5 7300HQ 2.5GHz,5,Nvidia GeForce GTX 1050,4,15.6,,,,Kaggle,680,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Asus Notebook 15.6"" Intel Celeron Dual Core N3350 1.1GHz 4GB 128GB SSD (Intel HD Graphics 500)",22324.32,,Asus,4,128,SSD,Intel Celeron Dual Core N3350 1.1GHz,1,Intel HD Graphics 500,2,15.6,,,,Kaggle,681,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Gaming 15.6"" Intel Core i5 7300HQ 2.5GHz 16GB 128GB SSD + 1TB HDD (Nvidia GeForce GTX 1060)",109277.28,,Dell,16,128,SSD,Intel Core i5 7300HQ 2.5GHz,5,Nvidia GeForce GTX 1060,1,15.6,,,,Kaggle,682,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 17.3"" Intel Core i3 6006U 2GHz 4GB 256GB SSD (AMD Radeon R5 520)",37242.72,,HP,4,256,SSD,Intel Core i3 6006U 2GHz,3,AMD Radeon R5 520,2,17.3,,,,Kaggle,683,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo 2 in 1 Convertible 13.3"" Intel Core i7 8550U 1.8GHz 8GB 512GB SSD (Intel UHD Graphics 620)",79866.72,,Lenovo,8,512,SSD,Intel Core i7 8550U 1.8GHz,7,Intel UHD Graphics 620,2,13.3,,,,Kaggle,684,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Gaming 15.6"" Intel Core i7 7820HK 2.9GHz 16GB 256GB SSD + 1TB HDD (Nvidia GeForce GTX 1070)",149916.6,,Dell,16,256,SSD,Intel Core i7 7820HK 2.9GHz,7,Nvidia GeForce GTX 1070,6,15.6,,,,Kaggle,685,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 15.6"" Intel Core i5 7200U 2.5GHz 4GB 500GB HDD (AMD Radeon 520)",32639.86,,HP,4,500,HDD,Intel Core i5 7200U 2.5GHz,5,AMD Radeon 520,2,15.6,,,,Kaggle,686,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Dell Notebook 15.6"" Intel Core i3 6006U 2GHz 4GB 1TB HDD (AMD Radeon R5 M430)",29073.3,,Dell,4,1024,HDD,Intel Core i3 6006U 2GHz,3,AMD Radeon R5 M430,2,15.6,,,,Kaggle,687,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Notebook 17.3"" AMD A10-Series 9600P 2.4GHz 6GB 2TB HDD (AMD Radeon R7 M440)",30316.32,,HP,6,2048,HDD,AMD A10-Series 9600P 2.4GHz,4,AMD Radeon R7 M440,3,17.3,,,,Kaggle,688,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 15.6"" Intel Celeron Dual Core 3855U 1.6GHz 4GB 500GB HDD (Intel HD Graphics 510)",16943.04,,Lenovo,4,500,HDD,Intel Celeron Dual Core 3855U 1.6GHz,1,Intel HD Graphics 510,2,15.6,,,,Kaggle,689,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Acer Notebook 14.0"" Intel Celeron Dual Core 3855U 1.6GHz 4GB 32GB Flash Storage (Intel HD Graphics 510)",19980.0,,Acer,4,32,FLASH,Intel Celeron Dual Core 3855U 1.6GHz,1,Intel HD Graphics 510,2,14.0,,,,Kaggle,690,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo Notebook 14.0"" Intel Core i5 7200U 2.5GHz 4GB 256GB SSD (Intel HD Graphics 620)",37242.72,,Lenovo,4,256,SSD,Intel Core i5 7200U 2.5GHz,5,Intel HD Graphics 620,2,14.0,,,,Kaggle,691,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"HP Workstation 17.3"" Intel Core i7 7700HQ 2.8GHz 8GB 500GB HDD (Nvidia Quadro M1200)",101657.71,,HP,8,500,HDD,Intel Core i7 7700HQ 2.8GHz,7,Nvidia Quadro M1200,6,17.3,,,,Kaggle,692,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
"Lenovo 2 in 1 Convertible 14.0"" Intel Core i7 7500U 2.7GHz 8GB 256GB SSD (Intel HD Graphics 620)",137995.2,,Lenovo,8,256,SSD,Intel Core i7 7500U 2.7GHz,7,Intel HD Graphics 620,2,14.0,,,,Kaggle,693,https://www.kaggle.com/datasets/eslamelsolya/laptop-price-prediction,
